StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-12-05 07:46:30,2025-12-05 07:54:41,IP Address,100,491,True,2025-12-05 07:54:42,R_14ZE51skyg5WYrn,NA,anonymous,EN,Yes,63b6be87ead45e4fa772fbf5,Heads,NA,Tails,Heads,Heads,Heads,Heads,Tails,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,92,Definitely true,Probably true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,Associates or technical degree,"$25,000-$49,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 07:46:16,2025-12-05 07:54:49,IP Address,100,512,True,2025-12-05 07:54:50,R_6GZJfPukR6hj4Uw,NA,anonymous,EN,Yes,63316daa57747115376760da,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,1,60,Probably true,Probably not true,Probably true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Unsure,Unsure,Probably not true,Unsure,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"Less than $25,000",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 07:46:34,2025-12-05 07:54:59,IP Address,100,504,True,2025-12-05 07:54:59,R_1qaaQa3qRlFzjv3,NA,anonymous,EN,Yes,5aa485b11eda41000136c94b,Heads,NA,Tails,Heads,Heads,Tails,Heads,Heads,Tails,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,Definitely true,Probably not true,Unsure,Probably true,Probably not true,Probably true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Unsure,Probably not true,Unsure,Unsure,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Unsure,Probably true,Definitely not true,Definitely true,Definitely not true,Probably not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably true,Probably true,Probably true,Definitely not true,Probably not true,Definitely not true,Female,NA,35-44 years old,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$25,000-$49,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 07:45:34,2025-12-05 07:55:03,IP Address,100,568,True,2025-12-05 07:55:03,R_7mF8FV1doaO7pxB,NA,anonymous,EN,Yes,5c4d1a6c9ce35100019dbc88,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,3,87,Probably not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Unsure,Unsure,Definitely not true,Unsure,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Unsure,Unsure,Probably true,Probably not true,Unsure,Definitely not true,Unsure,Definitely not true,Probably true,Definitely not true,Probably not true,Probably not true,Definitely true,Definitely not true,Unsure,Unsure,Unsure,Probably not true,Unsure,Male,NA,35-44 years old,White or Caucasian,Bachelor’s degree,"$150,000 or more",Democrat,NA,NA,Not very strong,Democratic,low
2025-12-05 07:46:35,2025-12-05 07:55:28,IP Address,100,533,True,2025-12-05 07:55:29,R_6RwoBmAzBDHSn87,NA,anonymous,EN,Yes,614f74c86e809d190daf00a4,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Heads,Heads,Heads,Tails,Tails,Heads,7,70,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,"Some college, but no degree","$100,000-$149,999",Democrat,NA,NA,Strong,Democratic,low
2025-12-05 07:49:35,2025-12-05 07:55:29,IP Address,100,354,True,2025-12-05 07:55:29,R_1JFUgLv36QQcqfs,NA,anonymous,EN,Yes,5c3a865019ceb400010c914a,Heads,NA,Heads,Heads,Tails,Tails,Tails,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,78,Definitely true,Definitely not true,Probably not true,Probably true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably true,Unsure,Unsure,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,Asian,Bachelor’s degree,"$75,000-$99,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:46:35,2025-12-05 07:55:41,IP Address,100,546,True,2025-12-05 07:55:41,R_6WLlSauXEUQotS9,NA,anonymous,EN,Yes,65b3ed69eb1a6277cdc1ee3a,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Heads,Heads,Tails,Heads,Tails,Heads,2,84,Definitely true,Probably not true,Probably true,Probably true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Unsure,Definitely not true,Definitely not true,Unsure,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,"Some college, but no degree","$25,000-$49,999",Independent,NA,Not very strong,Not very strong,Neither,low
2025-12-05 07:45:43,2025-12-05 07:55:41,IP Address,100,597,True,2025-12-05 07:55:41,R_1n1iw4ypw31Y6lj,NA,anonymous,EN,Yes,5a3bdd2c8d005a0001829f3e,Heads,NA,Tails,Heads,Heads,Tails,Tails,Tails,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:51:12,2025-12-05 07:55:54,IP Address,100,282,True,2025-12-05 07:55:54,R_5aE1PkhYskQfdG7,NA,anonymous,EN,Yes,6352c60b4a9850783773f265,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Tails,Heads,Heads,Tails,Heads,5,50,Probably not true,Definitely not true,Unsure,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably not true,Unsure,Unsure,Probably true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,Black or African American,"Some college, but no degree","Less than $25,000",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 07:48:24,2025-12-05 07:56:02,IP Address,100,458,True,2025-12-05 07:56:03,R_7QKsBsOgkQILNDc,NA,anonymous,EN,Yes,5dd26f3f5a40f228b768d3e4,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Heads,Tails,Tails,Heads,Heads,Tails,Tails,5,86,Definitely true,Definitely not true,Probably true,Probably true,Unsure,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Unsure,Probably true,Definitely not true,Probably true,Probably true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely true,Probably not true,Probably true,Definitely not true,Definitely true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Male,NA,35-44 years old,White or Caucasian,High school diploma or GED,Prefer not to say,No preference,NA,Not very strong,Not very strong,Neither,low
2025-12-05 07:50:25,2025-12-05 07:56:03,IP Address,100,337,True,2025-12-05 07:56:03,R_17kTLwNoYsEgK5z,NA,anonymous,EN,Yes,66572d13d17105148da59264,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,78,Probably true,Unsure,Probably not true,Probably true,Probably not true,Probably true,Unsure,Definitely not true,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 07:46:19,2025-12-05 07:56:13,IP Address,100,593,True,2025-12-05 07:56:13,R_6X4MNDJzseZPmUq,NA,anonymous,EN,Yes,6548f960db60a00d76e92695,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Unsure,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:45:37,2025-12-05 07:56:13,IP Address,100,635,True,2025-12-05 07:56:14,R_7pXfuCqiaT5MbQw,NA,anonymous,EN,Yes,62d43cee3d60ac98c1dcacc8,Heads,NA,Tails,Heads,Heads,Tails,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,Definitely true,Unsure,Unsure,Unsure,Definitely not true,Unsure,Unsure,Unsure,Definitely true,Definitely not true,Unsure,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Definitely not true,Probably not true,Unsure,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,High school diploma or GED,"$75,000-$99,999",Independent,NA,Not very strong,Not very strong,Neither,high
2025-12-05 07:48:18,2025-12-05 07:56:17,IP Address,100,478,True,2025-12-05 07:56:17,R_7EIZJkPYxk3SL6x,NA,anonymous,EN,Yes,663139cbb8723d403f4e7fc8,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,1,95,Definitely true,Unsure,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Unsure,Probably not true,Probably not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Male,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 07:45:56,2025-12-05 07:56:23,IP Address,100,627,True,2025-12-05 07:56:24,R_15uT1viC9fxzioT,NA,anonymous,EN,Yes,61085df762ade24892b6fb01,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Heads,Heads,Tails,Tails,Heads,3,80,Definitely true,Unsure,Probably true,Definitely true,Definitely not true,Definitely true,Unsure,Probably true,Definitely true,Probably not true,Probably not true,Probably true,Probably true,Definitely not true,Probably true,Unsure,Probably true,Unsure,Probably not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably not true,Unsure,Probably true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Probably true,Probably not true,Probably true,Probably true,Definitely not true,Definitely not true,Probably true,Probably not true,Probably true,Probably true,Probably not true,Definitely not true,Probably true,Probably true,Unsure,Female,NA,25-34 years old,White or Caucasian,High school diploma or GED,"$100,000-$149,999",Independent,NA,Not very strong,Not very strong,Republican,low
2025-12-05 07:51:17,2025-12-05 07:56:24,IP Address,100,307,True,2025-12-05 07:56:25,R_6lABtBsuEi5rEkw,NA,anonymous,EN,Yes,66d9d8108156d32cbe34ee6f,Tails,NA,Heads,Tails,Tails,Heads,Heads,Tails,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,87,Probably true,Probably true,Probably not true,Unsure,Unsure,Unsure,Probably not true,Definitely not true,Probably true,Unsure,Definitely not true,Unsure,Unsure,Probably not true,Probably true,Probably true,Probably true,Probably true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Unsure,Probably true,Definitely not true,Definitely true,Definitely true,Probably not true,Definitely not true,Unsure,Probably not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 07:51:11,2025-12-05 07:56:37,IP Address,100,326,True,2025-12-05 07:56:38,R_6dxUdVIidHqtoYm,NA,anonymous,EN,Yes,5f55a7a08ba70197917cfba3,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Heads,Tails,Heads,Tails,Tails,1,87,Definitely true,Unsure,Probably not true,Unsure,Definitely not true,Probably true,Definitely not true,Probably not true,Probably true,Unsure,Probably not true,Probably true,Definitely not true,Definitely not true,Definitely true,Probably true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Probably not true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably true,Unsure,Definitely not true,Probably not true,Female,NA,45-54 years old,White or Caucasian,Associates or technical degree,"$100,000-$149,999",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 07:48:41,2025-12-05 07:56:47,IP Address,100,485,True,2025-12-05 07:56:48,R_7SeQ74CJRZxCJxm,NA,anonymous,EN,Yes,69274004f8ad1f04a2725dd5,Heads,NA,Tails,Heads,Heads,Heads,Heads,Tails,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably not true,Probably not true,Unsure,Probably not true,Probably true,Definitely true,Definitely not true,Probably not true,Unsure,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely true,Unsure,Unsure,Unsure,Probably true,Probably true,Probably true,Unsure,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely true,Unsure,Probably true,Definitely not true,Probably true,Probably true,Probably not true,Probably not true,Male,NA,25-34 years old,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:47:04,2025-12-05 07:56:48,IP Address,100,584,True,2025-12-05 07:56:49,R_7qaFreIOKyOgiMp,NA,anonymous,EN,Yes,603ecd847a63f50124aa5822,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Tails,Tails,Tails,Heads,Tails,4,93,Probably true,Definitely not true,Unsure,Probably true,Definitely true,Definitely true,Probably true,Probably not true,Unsure,Probably not true,Unsure,Probably not true,Unsure,Unsure,Probably not true,Probably not true,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Unsure,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,High school diploma or GED,"$75,000-$99,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 07:50:02,2025-12-05 07:57:01,IP Address,100,419,True,2025-12-05 07:57:02,R_3r1hTKHFjZC0b5b,NA,anonymous,EN,Yes,6318be45a49442eee3a88cb3,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,Probably true,Probably true,Probably not true,Probably true,Unsure,Unsure,Definitely not true,Probably true,Unsure,Probably not true,Unsure,Unsure,Definitely true,Definitely not true,Definitely true,Probably true,Definitely true,Unsure,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,High school diploma or GED,"$50,000-$74,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 07:46:36,2025-12-05 07:57:04,IP Address,100,628,True,2025-12-05 07:57:04,R_3lEgLsAp6cdsTCh,NA,anonymous,EN,Yes,645906dc264ac9eb66b7f3ec,Tails,NA,Tails,Tails,Tails,Heads,Heads,Heads,Tails,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,Unsure,Definitely not true,Unsure,Unsure,Unsure,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Female,NA,45-54 years old,White or Caucasian,"Some college, but no degree","$25,000-$49,999",Democrat,NA,Strong,Strong,Democratic,high
2025-12-05 07:50:00,2025-12-05 07:57:26,IP Address,100,445,True,2025-12-05 07:57:26,R_1uQXCzr8AJBfoMc,NA,anonymous,EN,Yes,650b03136ab3d4c832d98b71,Tails,NA,Tails,Tails,Tails,Heads,Heads,Tails,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,35,Definitely true,Definitely not true,Probably not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"$25,000-$49,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 07:46:56,2025-12-05 07:57:27,IP Address,100,630,True,2025-12-05 07:57:27,R_5ULklTtPTtPxxpT,NA,anonymous,EN,Yes,62897d2024f826ea90b7efa1,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Heads,Heads,Tails,Tails,Tails,Heads,1,85,Definitely true,Probably true,Definitely true,Definitely true,Probably not true,Probably true,Probably not true,Unsure,Probably true,Probably not true,Unsure,Probably true,Probably true,Definitely not true,Unsure,Probably true,Definitely true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 07:52:11,2025-12-05 07:57:51,IP Address,100,339,True,2025-12-05 07:57:51,R_5RR9ajBZx27wAp3,NA,anonymous,EN,Yes,616d94407f0e63a61e856056,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Tails,Heads,Tails,Heads,Tails,Heads,1,100,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Independent,NA,Not very strong,Not very strong,Neither,low
